page_type,location_country,referrer_host,ua_os,hour,total_orders_placed,total_checkouts,total_carts,total_sessions,total_pageviews,total_conversion,total_bounce_rate,ua_form_factor,referrer_source,referrer_name
Product,Dominica,Unknown,Mac OS X,2019-08-11 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,Windows,2019-11-01 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,Unknown,iOS,2021-01-04 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Sri Lanka,mclean.net,iOS,2019-09-24 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Product,Lesotho,Unknown,Android,2020-11-11 19:00:00,3,5,7,10,10,0.3,1.0,Mobile,,
Product,Maldives,Unknown,Linux,2020-02-16 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,Mac OS X,2020-05-03 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,myers.com,Android,2019-08-13 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Cape Verde,mclean.net,Windows,2021-06-06 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Homepage,Bosnia and Herzegovina,Unknown,Android,2019-11-06 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Gabon,Unknown,Mac OS X,2019-08-16 19:00:00,1,1,1,3,5,0.3333333333333333,0.33333333333333337,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,Linux,2021-02-11 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Cape Verde,mclean.net,iOS,2020-04-14 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Dominica,Unknown,Tizen,2020-09-15 15:00:00,0,0,0,1,1,0.0,1.0,Other,,
Product,Gabon,Unknown,Android,2021-08-06 11:00:00,4,4,7,10,14,0.4,0.6,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-08-06 09:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Slovakia (Slovak Republic),Unknown,Windows,2020-11-25 00:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,facebook.com,Mac OS X,2020-06-18 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Facebook
Product,Gabon,www.instagram.com,Windows,2020-08-01 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Bosnia and Herzegovina,Unknown,Android,2021-03-01 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Gabon,Unknown,iOS,2020-04-26 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Cape Verde,mclean.net,iOS,2021-08-16 12:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Product,Dominica,Unknown,Windows,2020-10-11 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,www.google.com,Android,2020-11-01 02:00:00,1,2,2,3,4,0.3333333333333333,0.6666666666666667,Mobile,Search,Google
Homepage,Lesotho,Unknown,Windows,2020-05-25 18:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Collection,Gabon,Unknown,Android,2020-05-18 16:00:00,1,2,2,3,5,0.3333333333333333,0.33333333333333337,Mobile,,
Homepage,Gabon,www.instagram.com,Linux,2020-09-16 06:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Dominica,Unknown,Windows,2019-11-19 07:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,Linux,2021-10-12 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Serbia,Unknown,Android,2019-08-10 03:00:00,6,12,14,21,30,0.2857142857142857,0.5714285714285714,Mobile,,
Product,Angola,Unknown,Linux,2019-08-23 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,Windows,2021-09-26 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Angola,Unknown,iOS,2019-09-16 09:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,Android,2019-08-24 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Linux,2020-09-01 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,Unknown,Other,2021-12-04 04:00:00,1,1,2,4,7,0.25,0.25,Other,,
Product,Bosnia and Herzegovina,Unknown,Mac OS X,2021-08-15 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Mayotte,jones-shelton.com,Android,2019-08-17 17:00:00,6,6,10,12,20,0.5,0.33333333333333337,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,Android,2021-02-26 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,mclean.net,Mac OS X,2021-07-07 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Collection,Bosnia and Herzegovina,Unknown,Windows,2021-02-01 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Gabon,Unknown,Android,2021-09-28 20:00:00,1,2,3,5,7,0.2,0.6,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Android,2021-12-07 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,iOS,2020-12-16 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,jones-shelton.com,iOS,2021-09-18 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Martinique,Unknown,Windows,2021-02-19 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Collection,Dominica,jones-shelton.com,iOS,2019-10-07 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Product,Cape Verde,Unknown,Android,2021-08-13 06:00:00,2,4,5,6,10,0.3333333333333333,0.33333333333333337,Mobile,,
Homepage,Bosnia and Herzegovina,mclean.net,Other,2021-04-07 22:00:00,0,0,0,1,1,0.0,1.0,Other,Direct,
Homepage,Dominica,Unknown,Windows,2020-02-07 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Saint Helena,mclean.net,Android,2019-08-21 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Bosnia and Herzegovina,Unknown,Windows,2020-12-12 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,Android,2021-04-03 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,m.instagram.com,Windows,2019-10-22 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Lesotho,Unknown,Android,2019-07-30 16:00:00,1,1,1,3,5,0.3333333333333333,0.33333333333333337,Mobile,,
Homepage,Martinique,facebook.com,Mac OS X,2019-08-18 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Facebook
Product,Bangladesh,facebook.com,iOS,2020-10-22 00:00:00,4,6,6,7,20,0.5714285714285714,0.0,Mobile,Social,Facebook
Homepage,Cape Verde,Unknown,Android,2021-12-01 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Dominica,cook.org,iOS,2020-05-12 11:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-12-14 21:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Maldives,Unknown,Android,2019-08-12 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Slovakia (Slovak Republic),myers.com,Mac OS X,2020-05-12 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Angola,Unknown,Android,2020-09-03 09:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Collection,Bosnia and Herzegovina,Unknown,iOS,2020-09-19 12:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,www.instagram.com,Mac OS X,2020-09-18 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Collection,Bosnia and Herzegovina,jones-shelton.com,Android,2021-02-25 14:00:00,1,2,3,4,6,0.25,0.5,Mobile,Unknown,
Product,Bosnia and Herzegovina,www.google.com,Android,2019-08-03 03:00:00,3,6,9,10,13,0.3,0.7,Mobile,Search,Google
Homepage,Cape Verde,Unknown,iOS,2019-09-16 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Anguilla,Unknown,Android,2021-08-06 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,jones-shelton.com,Android,2020-11-05 02:00:00,1,1,2,4,8,0.25,0.0,Mobile,Unknown,
Homepage,Gabon,Unknown,iOS,2020-06-06 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Switzerland,mclean.net,Android,2021-11-22 12:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Bermuda,jones-shelton.com,Android,2019-08-04 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Product,Dominica,facebook.com,Windows,2020-01-24 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Facebook
Collection,Cape Verde,Unknown,Android,2021-03-23 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,Unknown,Linux,2020-11-07 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,www.google.com,Android,2020-03-02 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Product,Bosnia and Herzegovina,Unknown,Android,2020-10-08 09:00:00,3,4,6,10,20,0.3,0.0,Mobile,,
Homepage,Gabon,www.instagram.com,Windows,2019-08-10 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Bosnia and Herzegovina,Unknown,Android,2020-08-26 11:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,Unknown,Windows,2020-12-08 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,Android,2019-08-09 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Falkland Islands (Malvinas),www.google.com,Other,2019-08-02 15:00:00,3,4,4,5,12,0.6,0.0,Other,Search,Google
Homepage,Cape Verde,Unknown,iOS,2019-08-08 15:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bahamas,myers.com,iOS,2021-07-03 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Product,Dominica,Unknown,Mac OS X,2021-09-01 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,Linux,2019-07-21 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,m.instagram.com,Android,2019-08-14 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Dominica,mclean.net,Linux,2020-04-07 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Homepage,Dominica,m.instagram.com,Windows,2020-03-29 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Collection,Holy See (Vatican City State),Unknown,Android,2019-08-23 04:00:00,1,2,3,5,7,0.2,0.6,Mobile,,
Homepage,Cape Verde,www.google.com,Windows,2020-12-19 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Collection,Bosnia and Herzegovina,www.google.com,iOS,2020-10-14 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Homepage,Bosnia and Herzegovina,Unknown,Linux,2020-04-13 01:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Bosnia and Herzegovina,Unknown,Windows,2021-01-02 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Gabon,Unknown,iOS,2020-08-06 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Bosnia and Herzegovina,Unknown,Windows,2020-12-07 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,m.instagram.com,Android,2021-01-14 15:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Product,Eritrea,Unknown,Windows,2021-02-04 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,Unknown,Fedora,2021-01-15 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Slovakia (Slovak Republic),Unknown,Linux,2020-06-21 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,Unknown,Android,2021-01-03 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Bosnia and Herzegovina,Unknown,Windows,2021-12-12 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bahamas,jones-shelton.com,iOS,2021-04-30 20:00:00,1,1,1,2,6,0.5,0.0,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,Android,2020-05-15 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Falkland Islands (Malvinas),Unknown,Other,2021-07-07 18:00:00,2,4,4,7,11,0.2857142857142857,0.4285714285714286,Other,,
Homepage,Dominica,Unknown,Mac OS X,2019-10-11 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,jones-shelton.com,Linux,2020-09-27 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Saint Helena,l.instagram.com,iOS,2021-02-22 12:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Product,Cape Verde,Unknown,iOS,2019-08-11 23:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Martinique,Unknown,Mac OS X,2019-08-12 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2021-01-17 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Bosnia and Herzegovina,jones-shelton.com,Mac OS X,2020-05-14 07:00:00,1,2,3,4,6,0.25,0.5,Desktop,Unknown,
Product,Bosnia and Herzegovina,l.instagram.com,Windows,2021-09-02 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Product,Cape Verde,Unknown,iOS,2020-03-04 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,Android,2021-08-26 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Collection,Dominica,jones-shelton.com,Android,2019-10-19 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Product,Bosnia and Herzegovina,l.instagram.com,iOS,2020-08-20 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Dominica,www.google.com,iOS,2020-09-26 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Homepage,Dominica,m.instagram.com,iOS,2020-06-06 12:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Product,Bosnia and Herzegovina,Unknown,Android,2020-03-02 14:00:00,3,5,7,10,18,0.3,0.19999999999999996,Mobile,,
Homepage,Bosnia and Herzegovina,jones-shelton.com,Android,2020-11-24 21:00:00,2,2,4,5,11,0.4,0.0,Mobile,Unknown,
Homepage,Cape Verde,mclean.net,Android,2020-11-18 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Bermuda,Unknown,Android,2019-08-07 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Bosnia and Herzegovina,Unknown,Windows,2019-08-03 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Botswana,Unknown,Linux,2021-08-31 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-04-10 21:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Gabon,Unknown,Mac OS X,2019-11-25 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Falkland Islands (Malvinas),Unknown,Android,2021-03-28 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Angola,mclean.net,Windows,2019-08-03 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Collection,Cape Verde,Unknown,Windows,2019-08-17 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,www.google.com,Other,2019-07-18 02:00:00,2,4,6,9,14,0.2222222222222222,0.4444444444444444,Other,Search,Google
Product,Bosnia and Herzegovina,Unknown,iOS,2020-02-13 21:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Lesotho,Unknown,iOS,2021-02-22 21:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Gabon,mclean.net,Linux,2019-08-09 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Product,Dominica,rivera.com,iOS,2020-08-05 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Product,Bosnia and Herzegovina,Unknown,Android,2020-11-11 10:00:00,3,6,6,7,12,0.42857142857142855,0.2857142857142857,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2021-10-15 11:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Dominica,Unknown,iOS,2021-04-23 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Android,2021-04-09 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Cape Verde,Unknown,Android,2021-11-21 00:00:00,2,2,3,6,7,0.3333333333333333,0.8333333333333334,Mobile,,
Product,Cape Verde,Unknown,Linux,2020-01-29 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,Mac OS X,2020-10-31 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Cape Verde,Unknown,Windows,2020-06-20 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,iOS,2020-09-07 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Falkland Islands (Malvinas),mclean.net,Android,2021-01-06 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Product,Switzerland,Unknown,iOS,2020-09-09 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,mclean.net,iOS,2019-08-14 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Bosnia and Herzegovina,l.instagram.com,Mac OS X,2020-05-09 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Product,Maldives,Unknown,Mac OS X,2020-06-26 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,Windows,2019-08-03 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Checkout,Bosnia and Herzegovina,Unknown,Android,2019-08-09 02:00:00,2,3,5,7,9,0.2857142857142857,0.7142857142857143,Mobile,,
Homepage,Bosnia and Herzegovina,www.google.com,iOS,2021-05-17 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Product,Cape Verde,Unknown,Mac OS X,2020-08-17 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Dominica,Unknown,Android,2021-05-21 08:00:00,2,2,4,5,8,0.4,0.4,Mobile,,
Product,Martinique,l.instagram.com,iOS,2021-08-13 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Bosnia and Herzegovina,jones-shelton.com,Windows,2021-09-26 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Bosnia and Herzegovina,mclean.net,Linux,2019-08-13 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Homepage,Dominica,chang-fisher.com,Linux,2020-04-13 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Product,Bosnia and Herzegovina,Unknown,Windows,2019-10-15 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Bosnia and Herzegovina,Unknown,Mac OS X,2021-09-06 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Slovakia (Slovak Republic),Unknown,iOS,2020-09-04 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bahamas,Unknown,Mac OS X,2021-09-30 18:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Dominica,Unknown,Mac OS X,2020-05-16 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bangladesh,Unknown,Windows,2021-09-06 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Gabon,Unknown,iOS,2019-07-26 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,facebook.com,iOS,2020-03-25 09:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Facebook
Homepage,Cape Verde,Unknown,Android,2019-08-16 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Bosnia and Herzegovina,www.instagram.com,Windows,2021-02-19 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Cape Verde,Unknown,Linux,2021-01-06 07:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Search,Gabon,Unknown,Windows,2021-07-16 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Maldives,Unknown,Mac OS X,2021-08-25 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,iOS,2021-12-19 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Collection,Bosnia and Herzegovina,m.instagram.com,Windows,2019-10-30 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Dominica,Unknown,Android,2019-07-29 15:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Cape Verde,jones-shelton.com,Windows,2021-05-09 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Product,Bosnia and Herzegovina,Unknown,Mac OS X,2020-08-09 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,jones-shelton.com,Windows,2019-08-05 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Angola,www.google.com,iOS,2019-08-29 13:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Homepage,Bosnia and Herzegovina,Unknown,iOS,2021-08-04 15:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Collection,Bosnia and Herzegovina,Unknown,iOS,2020-06-04 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Vanuatu,Unknown,Android,2020-06-11 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,Unknown,Windows,2020-10-05 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Gabon,Unknown,Windows,2020-08-17 06:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,Linux,2021-10-27 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Lesotho,myers.com,Linux,2020-08-02 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,Mac OS X,2020-07-11 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Gabon,m.instagram.com,Linux,2021-11-01 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Collection,Bosnia and Herzegovina,Unknown,Linux,2021-04-04 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Falkland Islands (Malvinas),Unknown,Windows,2020-10-28 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,Android,2021-08-27 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,Windows,2020-02-18 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Collection,Cape Verde,jones-shelton.com,iOS,2020-07-31 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Cape Verde,mclean.net,Chrome OS,2020-10-27 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Dominica,Unknown,iOS,2021-01-30 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Dominica,Unknown,Android,2020-08-24 10:00:00,2,4,5,8,14,0.25,0.25,Mobile,,
Homepage,Dominica,Unknown,Android,2019-08-08 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,l.instagram.com,Linux,2020-11-04 18:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Estonia,Unknown,iOS,2020-06-15 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Egypt,www.instagram.com,iOS,2021-01-07 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Product,Slovakia (Slovak Republic),www.instagram.com,iOS,2020-06-21 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Cape Verde,campbell.org,iOS,2020-08-25 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Dominica,Unknown,iOS,2021-06-19 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Falkland Islands (Malvinas),jones-shelton.com,Android,2020-02-29 08:00:00,2,2,4,6,7,0.3333333333333333,0.8333333333333334,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,www.instagram.com,iOS,2020-09-15 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Botswana,Unknown,iOS,2021-02-14 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,www.google.com,Windows,2021-10-02 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Product,Lesotho,Unknown,iOS,2020-07-06 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,Mac OS X,2020-11-17 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,mclean.net,iOS,2021-04-14 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Bosnia and Herzegovina,mclean.net,Mac OS X,2021-10-30 00:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Collection,Dominica,Unknown,iOS,2021-04-09 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Dominica,Unknown,iOS,2020-04-26 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,Windows,2020-10-15 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Collection,Bosnia and Herzegovina,mclean.net,Windows,2020-07-06 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Homepage,Gabon,Unknown,Linux,2019-08-10 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bahamas,mclean.net,iOS,2021-01-30 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Product,Dominica,Unknown,Android,2019-08-05 10:00:00,2,3,5,8,12,0.25,0.5,Mobile,,
Product,Cape Verde,Unknown,iOS,2021-03-20 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Bosnia and Herzegovina,facebook.com,Mac OS X,2020-04-25 02:00:00,2,2,3,5,5,0.4,1.0,Desktop,Social,Facebook
Product,Dominica,mclean.net,Windows,2019-08-18 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
